arm,bank_id,prompt,repeat,sensor_id,severity,spike_value,summary,fallback,attempts,latency_ms,input_tokens,output_tokens,replicated
qwen3_4b__production,T06-typo25-v3,bearijg temperature spike on Machine 1,2,Xs2,MEDIUM,0.87,[qwen3:4b] Bearing temperature sensor Xs2 showing elevated thermal stress — potential friction heat buildup.,False,1,7293.095350265503,1657,90,True
qwen3_4b__production,T06-typo50-v1,nearing temperatuer spike on Machine 1,0,Xs2,MEDIUM,0.87,[qwen3:4b] Bearing temperature sensor Xs2 showing elevated thermal stress — potential friction heat buildup.,False,1,7118.464708328247,1656,90,False
qwen3_4b__production,T06-typo50-v1,nearing temperatuer spike on Machine 1,1,Xs2,MEDIUM,0.87,[qwen3:4b] Bearing temperature sensor Xs2 showing elevated thermal stress — potential friction heat buildup.,False,1,7118.464708328247,1656,90,True
qwen3_4b__production,T06-typo50-v1,nearing temperatuer spike on Machine 1,2,Xs2,MEDIUM,0.87,[qwen3:4b] Bearing temperature sensor Xs2 showing elevated thermal stress — potential friction heat buildup.,False,1,7118.464708328247,1656,90,True
qwen3_4b__production,T06-typo50-v2,bearing tempdrature spiker on Machine 1,0,Xs2,HIGH,0.88,[qwen3:4b] Bearing temperature sensor Xs2 showing critical spike — potential bearing failure imminent.,False,1,7118.401288986206,1657,88,False
qwen3_4b__production,T06-typo50-v2,bearing tempdrature spiker on Machine 1,1,Xs2,HIGH,0.88,[qwen3:4b] Bearing temperature sensor Xs2 showing critical spike — potential bearing failure imminent.,False,1,7118.401288986206,1657,88,True
qwen3_4b__production,T06-typo50-v2,bearing tempdrature spiker on Machine 1,2,Xs2,HIGH,0.88,[qwen3:4b] Bearing temperature sensor Xs2 showing critical spike — potential bearing failure imminent.,False,1,7118.401288986206,1657,88,True
qwen3_4b__production,T06-typo50-v3,earing temperatrue spike on Machine 1,0,Xs2,MEDIUM,0.87,[qwen3:4b] Bearing temperature sensor Xs2 showing elevated thermal spike — potential friction heat buildup.,False,1,7438.660621643066,1657,90,False
qwen3_4b__production,T06-typo50-v3,earing temperatrue spike on Machine 1,1,Xs2,MEDIUM,0.87,[qwen3:4b] Bearing temperature sensor Xs2 showing elevated thermal spike — potential friction heat buildup.,False,1,7438.660621643066,1657,90,True
qwen3_4b__production,T06-typo50-v3,earing temperatrue spike on Machine 1,2,Xs2,MEDIUM,0.87,[qwen3:4b] Bearing temperature sensor Xs2 showing elevated thermal spike — potential friction heat buildup.,False,1,7438.660621643066,1657,90,True
qwen3_4b__production,T07-typo25-v1,otor temp anomaly on Machine 2,0,Xs5,MEDIUM,0.82,[qwen3:4b] Oil temperature sensor Xs5 detecting abnormal rise — potential lubricant overheating.,False,1,7176.450490951538,1655,89,False
qwen3_4b__production,T07-typo25-v1,otor temp anomaly on Machine 2,1,Xs5,MEDIUM,0.82,[qwen3:4b] Oil temperature sensor Xs5 detecting abnormal rise — potential lubricant overheating.,False,1,7176.450490951538,1655,89,True
qwen3_4b__production,T07-typo25-v1,otor temp anomaly on Machine 2,2,Xs5,MEDIUM,0.82,[qwen3:4b] Oil temperature sensor Xs5 detecting abnormal rise — potential lubricant overheating.,False,1,7176.450490951538,1655,89,True
qwen3_4b__production,T07-typo25-v2,motor temp anhomaly on Machine 2,0,Xs3,MEDIUM,0.82,[qwen3:4b] Motor temperature sensor Xs3 detecting abnormal thermal rise — potential motor winding overheating.,False,1,7320.882320404053,1656,90,False
qwen3_4b__production,T07-typo25-v2,motor temp anhomaly on Machine 2,1,Xs3,MEDIUM,0.82,[qwen3:4b] Motor temperature sensor Xs3 detecting abnormal thermal rise — potential motor winding overheating.,False,1,7320.882320404053,1656,90,True
qwen3_4b__production,T07-typo25-v2,motor temp anhomaly on Machine 2,2,Xs3,MEDIUM,0.82,[qwen3:4b] Motor temperature sensor Xs3 detecting abnormal thermal rise — potential motor winding overheating.,False,1,7320.882320404053,1656,90,True
qwen3_4b__production,T07-typo25-v3,motor tem anomaly on Machine 2,0,Xs3,MEDIUM,0.82,[qwen3:4b] Motor temperature sensor Xs3 detecting abnormal thermal rise — potential motor winding stress.,False,1,7135.007858276367,1654,89,False
qwen3_4b__production,T07-typo25-v3,motor tem anomaly on Machine 2,1,Xs3,MEDIUM,0.82,[qwen3:4b] Motor temperature sensor Xs3 detecting abnormal thermal rise — potential motor winding stress.,False,1,7135.007858276367,1654,89,True
qwen3_4b__production,T07-typo25-v3,motor tem anomaly on Machine 2,2,Xs3,MEDIUM,0.82,[qwen3:4b] Motor temperature sensor Xs3 detecting abnormal thermal rise — potential motor winding stress.,False,1,7135.007858276367,1654,89,True
qwen3_4b__production,T07-typo50-v1,motor tmp aqnomaly on Machine 2,0,Xs3,MEDIUM,0.82,[qwen3:4b] Motor temperature sensor Xs3 showing abnormal elevation — potential motor winding overheating.,False,1,7157.22131729126,1657,89,False
qwen3_4b__production,T07-typo50-v1,motor tmp aqnomaly on Machine 2,1,Xs3,MEDIUM,0.82,[qwen3:4b] Motor temperature sensor Xs3 showing abnormal elevation — potential motor winding overheating.,False,1,7157.22131729126,1657,89,True
qwen3_4b__production,T07-typo50-v1,motor tmp aqnomaly on Machine 2,2,Xs3,MEDIUM,0.82,[qwen3:4b] Motor temperature sensor Xs3 showing abnormal elevation — potential motor winding overheating.,False,1,7157.22131729126,1657,89,True
qwen3_4b__production,T07-typo50-v2,motor tmep anomal on Machine 2,0,Xs3,MEDIUM,0.82,[qwen3:4b] Motor temperature sensor Xs3 showing abnormal elevation — potential motor winding overheating.,False,1,7296.775102615356,1655,89,False
qwen3_4b__production,T07-typo50-v2,motor tmep anomal on Machine 2,1,Xs3,MEDIUM,0.82,[qwen3:4b] Motor temperature sensor Xs3 showing abnormal elevation — potential motor winding overheating.,False,1,7296.775102615356,1655,89,True
qwen3_4b__production,T07-typo50-v2,motor tmep anomal on Machine 2,2,Xs3,MEDIUM,0.82,[qwen3:4b] Motor temperature sensor Xs3 showing abnormal elevation — potential motor winding overheating.,False,1,7296.775102615356,1655,89,True
qwen3_4b__production,T07-typo50-v3,moto tenp anomaly on Machine 2,0,Xs3,MEDIUM,0.87,[qwen3:4b] Motor temperature sensor Xs3 showing elevated thermal stress — potential motor winding overheating.,False,1,7196.319103240967,1655,90,False
qwen3_4b__production,T07-typo50-v3,moto tenp anomaly on Machine 2,1,Xs3,MEDIUM,0.87,[qwen3:4b] Motor temperature sensor Xs3 showing elevated thermal stress — potential motor winding overheating.,False,1,7196.319103240967,1655,90,True
qwen3_4b__production,T07-typo50-v3,moto tenp anomaly on Machine 2,2,Xs3,MEDIUM,0.87,[qwen3:4b] Motor temperature sensor Xs3 showing elevated thermal stress — potential motor winding overheating.,False,1,7196.319103240967,1655,90,True
qwen3_4b__production,T08-typo25-v1,iol pressure surge on Machine 3,0,Xs4,HIGH,0.89,[qwen3:4b] Oil pressure sensor Xs4 showing critical surge — possible hydraulic system failure on Machine 3.,False,1,7244.359970092773,1655,91,False
qwen3_4b__production,T08-typo25-v1,iol pressure surge on Machine 3,1,Xs4,HIGH,0.89,[qwen3:4b] Oil pressure sensor Xs4 showing critical surge — possible hydraulic system failure on Machine 3.,False,1,7244.359970092773,1655,91,True
qwen3_4b__production,T08-typo25-v1,iol pressure surge on Machine 3,2,Xs4,HIGH,0.89,[qwen3:4b] Oil pressure sensor Xs4 showing critical surge — possible hydraulic system failure on Machine 3.,False,1,7244.359970092773,1655,91,True
qwen3_4b__production,T08-typo25-v2,oil pressure srge on Machine 3,0,Xs4,HIGH,0.89,[qwen3:4b] Oil pressure sensor Xs4 showing critical surge — possible hydraulic system failure on Machine 3.,False,1,7410.251140594482,1655,91,False
qwen3_4b__production,T08-typo25-v2,oil pressure srge on Machine 3,1,Xs4,HIGH,0.89,[qwen3:4b] Oil pressure sensor Xs4 showing critical surge — possible hydraulic system failure on Machine 3.,False,1,7410.251140594482,1655,91,True
qwen3_4b__production,T08-typo25-v2,oil pressure srge on Machine 3,2,Xs4,HIGH,0.89,[qwen3:4b] Oil pressure sensor Xs4 showing critical surge — possible hydraulic system failure on Machine 3.,False,1,7410.251140594482,1655,91,True
qwen3_4b__production,T08-typo25-v3,oil pressure surye on Machine 3,0,Xs4,HIGH,0.89,[qwen3:4b] Oil pressure sensor Xs4 showing critical surge — possible hydraulic system failure.,False,1,7159.658432006836,1655,87,False
qwen3_4b__production,T08-typo25-v3,oil pressure surye on Machine 3,1,Xs4,HIGH,0.89,[qwen3:4b] Oil pressure sensor Xs4 showing critical surge — possible hydraulic system failure.,False,1,7159.658432006836,1655,87,True
qwen3_4b__production,T08-typo25-v3,oil pressure surye on Machine 3,2,Xs4,HIGH,0.89,[qwen3:4b] Oil pressure sensor Xs4 showing critical surge — possible hydraulic system failure.,False,1,7159.658432006836,1655,87,True
qwen3_4b__production,T08-typo50-v1,okl pressure sruge on Machine 3,0,Xs4,HIGH,0.89,[qwen3:4b] Oil pressure sensor Xs4 showing critical surge — possible hydraulic system failure on Machine 3.,False,1,7365.727663040161,1657,91,False
qwen3_4b__production,T08-typo50-v1,okl pressure sruge on Machine 3,1,Xs4,HIGH,0.89,[qwen3:4b] Oil pressure sensor Xs4 showing critical surge — possible hydraulic system failure on Machine 3.,False,1,7365.727663040161,1657,91,True
qwen3_4b__production,T08-typo50-v1,okl pressure sruge on Machine 3,2,Xs4,HIGH,0.89,[qwen3:4b] Oil pressure sensor Xs4 showing critical surge — possible hydraulic system failure on Machine 3.,False,1,7365.727663040161,1657,91,True
qwen3_4b__production,T08-typo50-v2,iol pressurte surge on Machine 3,0,Xs4,HIGH,0.89,[qwen3:4b] Oil pressure sensor Xs4 showing critical surge — possible hydraulic system failure on Machine 3.,False,1,7326.917409896851,1657,91,False
qwen3_4b__production,T08-typo50-v2,iol pressurte surge on Machine 3,1,Xs4,HIGH,0.89,[qwen3:4b] Oil pressure sensor Xs4 showing critical surge — possible hydraulic system failure on Machine 3.,False,1,7326.917409896851,1657,91,True
qwen3_4b__production,T08-typo50-v2,iol pressurte surge on Machine 3,2,Xs4,HIGH,0.89,[qwen3:4b] Oil pressure sensor Xs4 showing critical surge — possible hydraulic system failure on Machine 3.,False,1,7326.917409896851,1657,91,True
qwen3_4b__production,T08-typo50-v3,oilo pressure zurge on Machine 3,0,Xs4,HIGH,0.89,[qwen3:4b] Oil pressure sensor Xs4 showing critical surge — possible hydraulic system failure on Machine 3.,False,1,7329.819202423096,1656,91,False
qwen3_4b__production,T08-typo50-v3,oilo pressure zurge on Machine 3,1,Xs4,HIGH,0.89,[qwen3:4b] Oil pressure sensor Xs4 showing critical surge — possible hydraulic system failure on Machine 3.,False,1,7329.819202423096,1656,91,True
qwen3_4b__production,T08-typo50-v3,oilo pressure zurge on Machine 3,2,Xs4,HIGH,0.89,[qwen3:4b] Oil pressure sensor Xs4 showing critical surge — possible hydraulic system failure on Machine 3.,False,1,7329.819202423096,1656,91,True
qwen3_4b__production,T09-typo25-v1,vibraion above normal on Machine 4,0,Xs0,MEDIUM,0.82,[qwen3:4b] Vibration X sensor Xs0 showing elevated oscillation — potential imbalance or misalignment.,False,1,7162.197113037109,1656,91,False
qwen3_4b__production,T09-typo25-v1,vibraion above normal on Machine 4,1,Xs0,MEDIUM,0.82,[qwen3:4b] Vibration X sensor Xs0 showing elevated oscillation — potential imbalance or misalignment.,False,1,7162.197113037109,1656,91,True
qwen3_4b__production,T09-typo25-v1,vibraion above normal on Machine 4,2,Xs0,MEDIUM,0.82,[qwen3:4b] Vibration X sensor Xs0 showing elevated oscillation — potential imbalance or misalignment.,False,1,7162.197113037109,1656,91,True
qwen3_4b__production,T09-typo25-v2,vibration aove normal on Machine 4,0,Xs0,MEDIUM,0.82,[qwen3:4b] Vibration X sensor Xs0 showing elevated oscillation — potential imbalance or misalignment on Machine 4.,False,1,7514.462471008301,1655,95,False
qwen3_4b__production,T09-typo25-v2,vibration aove normal on Machine 4,1,Xs0,MEDIUM,0.82,[qwen3:4b] Vibration X sensor Xs0 showing elevated oscillation — potential imbalance or misalignment on Machine 4.,False,1,7514.462471008301,1655,95,True
qwen3_4b__production,T09-typo25-v2,vibration aove normal on Machine 4,2,Xs0,MEDIUM,0.82,[qwen3:4b] Vibration X sensor Xs0 showing elevated oscillation — potential imbalance or misalignment on Machine 4.,False,1,7514.462471008301,1655,95,True
qwen3_4b__production,T09-typo25-v3,vibration above normla on Machine 4,0,Xs0,MEDIUM,0.82,[qwen3:4b] Vibration X sensor Xs0 showing elevated oscillation — potential imbalance or misalignment on Machine 4.,False,1,7589.271068572998,1655,95,False
qwen3_4b__production,T09-typo25-v3,vibration above normla on Machine 4,1,Xs0,MEDIUM,0.82,[qwen3:4b] Vibration X sensor Xs0 showing elevated oscillation — potential imbalance or misalignment on Machine 4.,False,1,7589.271068572998,1655,95,True
qwen3_4b__production,T09-typo25-v3,vibration above normla on Machine 4,2,Xs0,MEDIUM,0.82,[qwen3:4b] Vibration X sensor Xs0 showing elevated oscillation — potential imbalance or misalignment on Machine 4.,False,1,7589.271068572998,1655,95,True
qwen3_4b__production,T09-typo50-v1,vibratioin above normkal on Machine 4,0,Xs0,MEDIUM,0.82,[qwen3:4b] Vibration X sensor Xs0 showing elevated oscillation — potential imbalance or misalignment.,False,1,7389.284133911133,1657,91,False
qwen3_4b__production,T09-typo50-v1,vibratioin above normkal on Machine 4,1,Xs0,MEDIUM,0.82,[qwen3:4b] Vibration X sensor Xs0 showing elevated oscillation — potential imbalance or misalignment.,False,1,7389.284133911133,1657,91,True
qwen3_4b__production,T09-typo50-v1,vibratioin above normkal on Machine 4,2,Xs0,MEDIUM,0.82,[qwen3:4b] Vibration X sensor Xs0 showing elevated oscillation — potential imbalance or misalignment.,False,1,7389.284133911133,1657,91,True
qwen3_4b__production,T09-typo50-v2,vibrtion above normalo on Machine 4,0,Xs0,MEDIUM,0.82,[qwen3:4b] Vibration X sensor Xs0 showing elevated oscillation — potential imbalance or misalignment.,False,1,7362.576246261597,1657,91,False
qwen3_4b__production,T09-typo50-v2,vibrtion above normalo on Machine 4,1,Xs0,MEDIUM,0.82,[qwen3:4b] Vibration X sensor Xs0 showing elevated oscillation — potential imbalance or misalignment.,False,1,7362.576246261597,1657,91,True
qwen3_4b__production,T09-typo50-v2,vibrtion above normalo on Machine 4,2,Xs0,MEDIUM,0.82,[qwen3:4b] Vibration X sensor Xs0 showing elevated oscillation — potential imbalance or misalignment.,False,1,7362.576246261597,1657,91,True
qwen3_4b__production,T09-typo50-v3,vibration zbove nrmal on Machine 4,0,Xs0,MEDIUM,0.82,[qwen3:4b] Vibration X sensor Xs0 showing elevated oscillation — potential imbalance or misalignment.,False,1,7393.626928329468,1657,91,False
qwen3_4b__production,T09-typo50-v3,vibration zbove nrmal on Machine 4,1,Xs0,MEDIUM,0.82,[qwen3:4b] Vibration X sensor Xs0 showing elevated oscillation — potential imbalance or misalignment.,False,1,7393.626928329468,1657,91,True
qwen3_4b__production,T09-typo50-v3,vibration zbove nrmal on Machine 4,2,Xs0,MEDIUM,0.82,[qwen3:4b] Vibration X sensor Xs0 showing elevated oscillation — potential imbalance or misalignment.,False,1,7393.626928329468,1657,91,True
qwen3_4b__production,T10-typo25-v1,coolant flow disuption on Machine 5,0,W3,HIGH,0.91,[qwen3:4b] Coolant flow sensor W3 showing severe drop — possible pump seal failure.,False,1,7020.324468612671,1656,86,False
qwen3_4b__production,T10-typo25-v1,coolant flow disuption on Machine 5,1,W3,HIGH,0.91,[qwen3:4b] Coolant flow sensor W3 showing severe drop — possible pump seal failure.,False,1,7020.324468612671,1656,86,True
qwen3_4b__production,T10-typo25-v1,coolant flow disuption on Machine 5,2,W3,HIGH,0.91,[qwen3:4b] Coolant flow sensor W3 showing severe drop — possible pump seal failure.,False,1,7020.324468612671,1656,86,True
qwen3_4b__production,T10-typo25-v2,coolant flow disrupton on Machine 5,0,W3,HIGH,0.91,[qwen3:4b] Coolant flow sensor W3 showing severe drop — possible pump seal failure.,False,1,6987.076997756958,1655,86,False
qwen3_4b__production,T10-typo25-v2,coolant flow disrupton on Machine 5,1,W3,HIGH,0.91,[qwen3:4b] Coolant flow sensor W3 showing severe drop — possible pump seal failure.,False,1,6987.076997756958,1655,86,True
qwen3_4b__production,T10-typo25-v2,coolant flow disrupton on Machine 5,2,W3,HIGH,0.91,[qwen3:4b] Coolant flow sensor W3 showing severe drop — possible pump seal failure.,False,1,6987.076997756958,1655,86,True
qwen3_4b__production,T10-typo25-v3,coolany flow disruption on Machine 5,0,W3,HIGH,0.91,[qwen3:4b] Coolant flow sensor W3 showing severe drop — possible pump seal failure.,False,1,6965.710401535034,1655,86,False
qwen3_4b__production,T10-typo25-v3,coolany flow disruption on Machine 5,1,W3,HIGH,0.91,[qwen3:4b] Coolant flow sensor W3 showing severe drop — possible pump seal failure.,False,1,6965.710401535034,1655,86,True
qwen3_4b__production,T10-typo25-v3,coolany flow disruption on Machine 5,2,W3,HIGH,0.91,[qwen3:4b] Coolant flow sensor W3 showing severe drop — possible pump seal failure.,False,1,6965.710401535034,1655,86,True
qwen3_4b__production,T10-typo50-v1,coolanjt flow disruptino on Machine 5,0,W3,HIGH,0.91,[qwen3:4b] Coolant flow sensor W3 showing severe drop — possible pump seal failure.,False,1,6938.653230667114,1657,86,False
qwen3_4b__production,T10-typo50-v1,coolanjt flow disruptino on Machine 5,1,W3,HIGH,0.91,[qwen3:4b] Coolant flow sensor W3 showing severe drop — possible pump seal failure.,False,1,6938.653230667114,1657,86,True
qwen3_4b__production,T10-typo50-v1,coolanjt flow disruptino on Machine 5,2,W3,HIGH,0.91,[qwen3:4b] Coolant flow sensor W3 showing severe drop — possible pump seal failure.,False,1,6938.653230667114,1657,86,True
qwen3_4b__production,T10-typo50-v2,coolant vlow disruptfion on Machine 5,0,W3,HIGH,0.91,[qwen3:4b] Coolant flow sensor W3 showing severe drop — possible pump seal failure.,False,1,7014.051914215088,1657,86,False
qwen3_4b__production,T10-typo50-v2,coolant vlow disruptfion on Machine 5,1,W3,HIGH,0.91,[qwen3:4b] Coolant flow sensor W3 showing severe drop — possible pump seal failure.,False,1,7014.051914215088,1657,86,True
qwen3_4b__production,T10-typo50-v2,coolant vlow disruptfion on Machine 5,2,W3,HIGH,0.91,[qwen3:4b] Coolant flow sensor W3 showing severe drop — possible pump seal failure.,False,1,7014.051914215088,1657,86,True
qwen3_4b__production,T10-typo50-v3,coolant dlow djsruption on Machine 5,0,W3,HIGH,0.91,[qwen3:4b] Coolant flow sensor W3 showing severe drop — possible pump seal failure.,False,1,6851.133584976196,1657,86,False
qwen3_4b__production,T10-typo50-v3,coolant dlow djsruption on Machine 5,1,W3,HIGH,0.91,[qwen3:4b] Coolant flow sensor W3 showing severe drop — possible pump seal failure.,False,1,6851.133584976196,1657,86,True
qwen3_4b__production,T10-typo50-v3,coolant dlow djsruption on Machine 5,2,W3,HIGH,0.91,[qwen3:4b] Coolant flow sensor W3 showing severe drop — possible pump seal failure.,False,1,6851.133584976196,1657,86,True
qwen3_4b__production,T11-typo25-v1,catsatrophic bearing failure on Machine 1,0,Xs2,HIGH,0.91,[qwen3:4b] Bearing temperature sensor Xs2 showing critical overheat — catastrophic failure on Machine 1.,False,1,7413.909196853638,1656,91,False
qwen3_4b__production,T11-typo25-v1,catsatrophic bearing failure on Machine 1,1,Xs2,HIGH,0.91,[qwen3:4b] Bearing temperature sensor Xs2 showing critical overheat — catastrophic failure on Machine 1.,False,1,7413.909196853638,1656,91,True
qwen3_4b__production,T11-typo25-v1,catsatrophic bearing failure on Machine 1,2,Xs2,HIGH,0.91,[qwen3:4b] Bearing temperature sensor Xs2 showing critical overheat — catastrophic failure on Machine 1.,False,1,7413.909196853638,1656,91,True
qwen3_4b__production,T11-typo25-v2,catastrophic bearig failure on Machine 1,0,Xs2,HIGH,0.92,[qwen3:4b] Bearing temperature sensor Xs2 showing critical overheat — catastrophic bearing failure on Machine 1.,False,1,7286.321401596069,1655,92,False
qwen3_4b__production,T11-typo25-v2,catastrophic bearig failure on Machine 1,1,Xs2,HIGH,0.92,[qwen3:4b] Bearing temperature sensor Xs2 showing critical overheat — catastrophic bearing failure on Machine 1.,False,1,7286.321401596069,1655,92,True
qwen3_4b__production,T11-typo25-v2,catastrophic bearig failure on Machine 1,2,Xs2,HIGH,0.92,[qwen3:4b] Bearing temperature sensor Xs2 showing critical overheat — catastrophic bearing failure on Machine 1.,False,1,7286.321401596069,1655,92,True
qwen3_4b__production,T11-typo25-v3,catastrophic bearing failurte on Machine 1,0,Xs2,HIGH,0.92,[qwen3:4b] Bearing temperature sensor Xs2 showing critical overheat — catastrophic bearing failure on Machine 1.,False,1,7475.721597671509,1656,92,False
qwen3_4b__production,T11-typo25-v3,catastrophic bearing failurte on Machine 1,1,Xs2,HIGH,0.92,[qwen3:4b] Bearing temperature sensor Xs2 showing critical overheat — catastrophic bearing failure on Machine 1.,False,1,7475.721597671509,1656,92,True
qwen3_4b__production,T11-typo25-v3,catastrophic bearing failurte on Machine 1,2,Xs2,HIGH,0.92,[qwen3:4b] Bearing temperature sensor Xs2 showing critical overheat — catastrophic bearing failure on Machine 1.,False,1,7475.721597671509,1656,92,True
qwen3_4b__production,T11-typo50-v1,catastrophjic gearing failure on Machine 1,0,W0,HIGH,0.92,[qwen3:4b] Motor RPM sensor W0 showing catastrophic failure — shaft lock detected.,False,1,7016.651630401611,1657,84,False
qwen3_4b__production,T11-typo50-v1,catastrophjic gearing failure on Machine 1,1,W0,HIGH,0.92,[qwen3:4b] Motor RPM sensor W0 showing catastrophic failure — shaft lock detected.,False,1,7016.651630401611,1657,84,True
qwen3_4b__production,T11-typo50-v1,catastrophjic gearing failure on Machine 1,2,W0,HIGH,0.92,[qwen3:4b] Motor RPM sensor W0 showing catastrophic failure — shaft lock detected.,False,1,7016.651630401611,1657,84,True
qwen3_4b__production,T11-typo50-v2,cayastrophic bearing fgailure on Machine 1,0,Xs2,HIGH,0.92,[qwen3:4b] Bearing temperature sensor Xs2 showing critical overheat — catastrophic bearing failure on Machine 1.,False,1,7567.965745925903,1658,92,False
qwen3_4b__production,T11-typo50-v2,cayastrophic bearing fgailure on Machine 1,1,Xs2,HIGH,0.92,[qwen3:4b] Bearing temperature sensor Xs2 showing critical overheat — catastrophic bearing failure on Machine 1.,False,1,7567.965745925903,1658,92,True
qwen3_4b__production,T11-typo50-v2,cayastrophic bearing fgailure on Machine 1,2,Xs2,HIGH,0.92,[qwen3:4b] Bearing temperature sensor Xs2 showing critical overheat — catastrophic bearing failure on Machine 1.,False,1,7567.965745925903,1658,92,True
qwen3_4b__production,T11-typo50-v3,catastrophic earing failurer on Machine 1,0,W0,HIGH,0.91,[qwen3:4b] Motor RPM sensor W0 showing catastrophic failure — shaft lock detected.,False,1,6743.279933929443,1656,84,False
qwen3_4b__production,T11-typo50-v3,catastrophic earing failurer on Machine 1,1,W0,HIGH,0.91,[qwen3:4b] Motor RPM sensor W0 showing catastrophic failure — shaft lock detected.,False,1,6743.279933929443,1656,84,True
qwen3_4b__production,T11-typo50-v3,catastrophic earing failurer on Machine 1,2,W0,HIGH,0.91,[qwen3:4b] Motor RPM sensor W0 showing catastrophic failure — shaft lock detected.,False,1,6743.279933929443,1656,84,True
qwen3_4b__production,T12-typo25-v1,cojplete motor breakdown on Machine 2,0,W0,HIGH,0.91,[qwen3:4b] Motor RPM sensor W0 showing catastrophic failure — complete motor breakdown on Machine 2.,False,1,7013.196229934692,1656,88,False
qwen3_4b__production,T12-typo25-v1,cojplete motor breakdown on Machine 2,1,W0,HIGH,0.91,[qwen3:4b] Motor RPM sensor W0 showing catastrophic failure — complete motor breakdown on Machine 2.,False,1,7013.196229934692,1656,88,True
qwen3_4b__production,T12-typo25-v1,cojplete motor breakdown on Machine 2,2,W0,HIGH,0.91,[qwen3:4b] Motor RPM sensor W0 showing catastrophic failure — complete motor breakdown on Machine 2.,False,1,7013.196229934692,1656,88,True
qwen3_4b__production,T12-typo25-v2,omplete motor breakdown on Machine 2,0,W0,HIGH,0.91,[qwen3:4b] Motor RPM sensor W0 showing catastrophic failure — complete breakdown on Machine 2.,False,1,6908.0445766448975,1655,87,False
qwen3_4b__production,T12-typo25-v2,omplete motor breakdown on Machine 2,1,W0,HIGH,0.91,[qwen3:4b] Motor RPM sensor W0 showing catastrophic failure — complete breakdown on Machine 2.,False,1,6908.0445766448975,1655,87,True
qwen3_4b__production,T12-typo25-v2,omplete motor breakdown on Machine 2,2,W0,HIGH,0.91,[qwen3:4b] Motor RPM sensor W0 showing catastrophic failure — complete breakdown on Machine 2.,False,1,6908.0445766448975,1655,87,True
qwen3_4b__production,T12-typo25-v3,comllete motor breakdown on Machine 2,0,W0,HIGH,0.91,[qwen3:4b] Motor RPM sensor W0 showing catastrophic failure — complete motor breakdown on Machine 2.,False,1,7068.570137023926,1656,88,False
qwen3_4b__production,T12-typo25-v3,comllete motor breakdown on Machine 2,1,W0,HIGH,0.91,[qwen3:4b] Motor RPM sensor W0 showing catastrophic failure — complete motor breakdown on Machine 2.,False,1,7068.570137023926,1656,88,True
qwen3_4b__production,T12-typo25-v3,comllete motor breakdown on Machine 2,2,W0,HIGH,0.91,[qwen3:4b] Motor RPM sensor W0 showing catastrophic failure — complete motor breakdown on Machine 2.,False,1,7068.570137023926,1656,88,True
qwen3_4b__production,T12-typo50-v1,complete motolr breakdkwn on Machine 2,0,W0,HIGH,0.91,[qwen3:4b] Motor RPM sensor W0 showing complete shutdown — catastrophic motor failure.,False,1,6899.391889572144,1658,84,False
qwen3_4b__production,T12-typo50-v1,complete motolr breakdkwn on Machine 2,1,W0,HIGH,0.91,[qwen3:4b] Motor RPM sensor W0 showing complete shutdown — catastrophic motor failure.,False,1,6899.391889572144,1658,84,True
qwen3_4b__production,T12-typo50-v1,complete motolr breakdkwn on Machine 2,2,W0,HIGH,0.91,[qwen3:4b] Motor RPM sensor W0 showing complete shutdown — catastrophic motor failure.,False,1,6899.391889572144,1658,84,True
qwen3_4b__production,T12-typo50-v2,complete moor breakdonw on Machine 2,0,W0,HIGH,0.91,[qwen3:4b] Motor RPM sensor W0 showing catastrophic failure — complete motor breakdown on Machine 2.,False,1,7214.237689971924,1657,88,False
qwen3_4b__production,T12-typo50-v2,complete moor breakdonw on Machine 2,1,W0,HIGH,0.91,[qwen3:4b] Motor RPM sensor W0 showing catastrophic failure — complete motor breakdown on Machine 2.,False,1,7214.237689971924,1657,88,True
qwen3_4b__production,T12-typo50-v2,complete moor breakdonw on Machine 2,2,W0,HIGH,0.91,[qwen3:4b] Motor RPM sensor W0 showing catastrophic failure — complete motor breakdown on Machine 2.,False,1,7214.237689971924,1657,88,True
qwen3_4b__production,T12-typo50-v3,cmoplete moror breakdown on Machine 2,0,W0,HIGH,0.91,[qwen3:4b] Motor RPM sensor W0 showing complete shutdown — catastrophic motor failure.,False,1,6766.964912414551,1657,84,False
qwen3_4b__production,T12-typo50-v3,cmoplete moror breakdown on Machine 2,1,W0,HIGH,0.91,[qwen3:4b] Motor RPM sensor W0 showing complete shutdown — catastrophic motor failure.,False,1,6766.964912414551,1657,84,True
qwen3_4b__production,T12-typo50-v3,cmoplete moror breakdown on Machine 2,2,W0,HIGH,0.91,[qwen3:4b] Motor RPM sensor W0 showing complete shutdown — catastrophic motor failure.,False,1,6766.964912414551,1657,84,True
qwen3_4b__production,T13-typo25-v1,oip pressure rupture on Machine 3,0,Xs4,HIGH,0.92,[qwen3:4b] Oil pressure sensor Xs4 showing critical rupture — possible hydraulic system failure.,False,1,6862.19334602356,1655,87,False
qwen3_4b__production,T13-typo25-v1,oip pressure rupture on Machine 3,1,Xs4,HIGH,0.92,[qwen3:4b] Oil pressure sensor Xs4 showing critical rupture — possible hydraulic system failure.,False,1,6862.19334602356,1655,87,True
